,Value,Date
1850,-0.3137,2022-03-26
1851,-0.4544,2022-03-27
1852,-0.1082,2022-03-28
1853,0.0303,2022-03-29
1854,0.0032,2022-03-30
1855,-0.0724,2022-03-31
1856,-0.2297,2022-04-01
1857,0.2552,2022-04-02
1858,0.7403,2022-04-03
1859,0.2393,2022-04-04
1860,-0.0329,2022-04-05
1861,-0.3386,2022-04-06
1862,-0.386,2022-04-07
1863,-0.0456,2022-04-08
1864,-0.007,2022-04-09
1865,0.1221,2022-04-10
1866,-0.3734,2022-04-11
1867,0.0461,2022-04-12
1868,-0.1372,2022-04-13
1869,0.4548,2022-04-14
1870,-0.4042,2022-04-15
1871,0.2176,2022-04-16
1872,-0.0616,2022-04-17
1873,-0.2326,2022-04-18
1874,-0.6185,2022-04-19
1875,0.0989,2022-04-20
1876,-0.5474,2022-04-21
1877,0.1672,2022-04-22
1878,0.4495,2022-04-23
1879,0.1237,2022-04-24
1880,0.3006,2022-04-25
1881,0.0711,2022-04-26
1882,-0.3197,2022-04-27
1883,-0.4803,2022-04-28
1884,0.0821,2022-04-29
1885,-0.143,2022-04-30
1886,-1.134,2022-05-01
1887,0.2252,2022-05-02
1888,0.4162,2022-05-03
1889,0.1732,2022-05-04
1890,0.0869,2022-05-05
1891,-0.6513,2022-05-06
1892,-0.4748,2022-05-07
1893,-0.1552,2022-05-08
1894,-1.4943,2022-05-09
1895,-1.5262,2022-05-10
1896,-0.8879,2022-05-11
1897,-1.1767,2022-05-12
1898,-1.5665,2022-05-13
1899,-1.1517,2022-05-14
1900,-1.0921,2022-05-15
1901,-0.2532,2022-05-16
1902,-0.5146,2022-05-17
1903,-0.1982,2022-05-18
1904,-0.5428,2022-05-19
1905,-0.4395,2022-05-20
1906,-0.5633,2022-05-21
1907,-0.3108,2022-05-22
1908,-0.4866,2022-05-23
1909,-0.9406,2022-05-24
1910,-0.5787,2022-05-25
1911,0.1286,2022-05-26
1912,-0.0442,2022-05-27
1913,-0.2127,2022-05-28
1914,-0.0202,2022-05-29
1915,-0.1707,2022-05-30
1916,0.0676,2022-05-31
1917,-0.5604,2022-06-01
1918,-0.3746,2022-06-02
1919,-1.0173,2022-06-03
1920,-1.3015,2022-06-04
1921,-1.0568,2022-06-05
1922,-1.0405,2022-06-06
1923,-0.2758,2022-06-07
1924,-0.1858,2022-06-08
1925,-0.0543,2022-06-09
1926,-0.2089,2022-06-10
1927,-0.788,2022-06-11
1928,-0.5007,2022-06-12
1929,-2.3308,2022-06-13
1930,-1.8752,2022-06-14
1931,-2.2905,2022-06-15
1932,-1.3871,2022-06-16
1933,-1.774,2022-06-17
1934,-1.9602,2022-06-18
1935,-2.1649,2022-06-19
1936,-1.6856,2022-06-20
1937,-1.1852,2022-06-21
1938,-0.3241,2022-06-22
1939,-0.3427,2022-06-23
1940,-0.6598,2022-06-24
1941,-0.8217,2022-06-25
1942,-0.8334,2022-06-26
1943,-0.7211,2022-06-27
1944,0.2123,2022-06-28
1945,-1.147,2022-06-29
1946,-1.3954,2022-06-30
1947,-1.7242,2022-07-01
1948,-1.4667,2022-07-02
1949,-1.509,2022-07-03
1950,-1.3976,2022-07-04
1951,-1.1972,2022-07-05
1952,-0.9833,2022-07-06
1953,-0.7142,2022-07-07
1954,-1.2317,2022-07-08
1955,-0.9357,2022-07-09
1956,-1.6761,2022-07-10
1957,-0.2072,2022-07-11
1958,-0.921,2022-07-12
1959,-0.4941,2022-07-13
1960,-1.0868,2022-07-14
1961,-0.5956,2022-07-15
1962,-0.7504,2022-07-16
1963,-0.3637,2022-07-17
1964,-0.5186,2022-07-18
1965,-1.0297,2022-07-19
1966,-0.3597,2022-07-20
1967,-0.6823,2022-07-21
1968,-0.8741,2022-07-22
1969,-0.2929,2022-07-23
1970,0.8387,2022-07-24
1971,-0.2045,2022-07-25
1972,-0.6531,2022-07-26
1973,-0.1888,2022-07-27
1974,-0.6114,2022-07-28
1975,-0.3665,2022-07-29
1976,0.4341,2022-07-30
1977,-0.546,2022-07-31
1978,-0.4884,2022-08-01
1979,-0.803,2022-08-02
1980,-1.4779,2022-08-03
1981,-0.3575,2022-08-04
1982,-0.9868,2022-08-05
1983,-1.274,2022-08-06
1984,-1.0697,2022-08-07
1985,-1.0723,2022-08-08
1986,-0.4645,2022-08-09
1987,-1.3438,2022-08-10
1988,-0.2958,2022-08-11
1989,-1.1053,2022-08-12
1990,-1.3773,2022-08-13
1991,-0.9058,2022-08-14
1992,-0.6282,2022-08-15
1993,-0.339,2022-08-16
1994,-1.0751,2022-08-17
1995,-0.0797,2022-08-18
1996,-0.8068,2022-08-19
1997,-0.7136,2022-08-20
1998,0.1874,2022-08-21
1999,-0.2513,2022-08-22
2000,-1.2478,2022-08-23
2001,-0.7628,2022-08-24
2002,-0.0173,2022-08-25
2003,-0.5782,2022-08-26
2004,-0.8064,2022-08-27
2005,-1.04,2022-08-28
2006,-0.6075,2022-08-29
2007,-0.6072,2022-08-30
2008,-0.8657,2022-08-31
2009,-0.732,2022-09-01
2010,0.1045,2022-09-02
2011,-0.3216,2022-09-03
2012,-0.6486,2022-09-04
2013,-0.4845,2022-09-05
2014,0.1169,2022-09-06
2015,-0.4546,2022-09-07
2016,-0.2657,2022-09-08
2017,-0.0579,2022-09-09
2018,-0.6305,2022-09-10
2019,-0.3543,2022-09-11
2020,-0.6404,2022-09-12
2021,-0.9527,2022-09-13
2022,-2.1567,2022-09-14
2023,0.0693,2022-09-15
2024,-0.596,2022-09-16
2025,-0.3773,2022-09-17
2026,-0.5133,2022-09-18
2027,-0.5305,2022-09-19
2028,-0.4878,2022-09-20
2029,-0.3312,2022-09-21
2030,-0.3357,2022-09-22
2031,-1.3304,2022-09-23
2032,-1.5151,2022-09-24
2033,-0.7219,2022-09-25
2034,-0.6484,2022-09-26
2035,-1.4686,2022-09-27
2036,-0.5773,2022-09-28
2037,-0.2057,2022-09-29
2038,-0.8767,2022-09-30
2039,-0.6682,2022-10-01
2040,-1.2692,2022-10-02
2041,-0.2377,2022-10-03
2042,-0.7449,2022-10-04
2043,-0.4156,2022-10-05
2044,-0.5341,2022-10-06
2045,-1.2371,2022-10-07
2046,-1.4264,2022-10-08
2047,-0.3461,2022-10-09
2048,-0.3987,2022-10-10
2049,-0.1878,2022-10-11
2050,0.0614,2022-10-12
2051,-0.2966,2022-10-13
2052,-0.4479,2022-10-14
2053,1.6928,2022-10-15
2054,-0.623,2022-10-16
2055,0.0261,2022-10-17
2056,0.0989,2022-10-18
2057,-0.0295,2022-10-19
2058,-0.4098,2022-10-20
2059,-0.8072,2022-10-21
2060,-0.7137,2022-10-22
2061,-1.3502,2022-10-23
2062,-0.9339,2022-10-24
2063,-1.3172,2022-10-25
2064,0.0284,2022-10-26
2065,0.1663,2022-10-27
2066,-0.1196,2022-10-28
2067,-0.4453,2022-10-29
2068,-0.5102,2022-10-30
2069,-0.4268,2022-10-31
2070,0.0852,2022-11-01
2071,-0.0313,2022-11-02
2072,-0.1115,2022-11-03
2073,-0.3695,2022-11-04
2074,-0.9148,2022-11-05
2075,-0.0556,2022-11-06
2076,-1.2318,2022-11-07
2077,-1.3148,2022-11-08
2078,-1.2413,2022-11-09
2079,-0.8557,2022-11-10
2080,-2.1148,2022-11-11
2081,-2.4175,2022-11-12
2082,-2.5583,2022-11-13
2083,-1.9659,2022-11-14
2084,-1.2291,2022-11-15
2085,-1.3355,2022-11-16
2086,-1.5502,2022-11-17
2087,-1.5635,2022-11-18
2088,-2.1799,2022-11-19
2089,-1.6592,2022-11-20
2090,-1.4931,2022-11-21
2091,-1.7707,2022-11-22
2092,-1.6764,2022-11-23
2093,-2.5322,2022-11-24
2094,-1.2413,2022-11-25
2095,-0.9827,2022-11-26
2096,-0.6959,2022-11-27
2097,-1.4873,2022-11-28
2098,-1.4493,2022-11-29
2099,-0.8347,2022-11-30
2100,-1.88,2022-12-01
2101,-1.4656,2022-12-02
2102,-1.3882,2022-12-03
2103,-2.0094,2022-12-04
2104,-0.9733,2022-12-05
2105,-0.8714,2022-12-06
2106,-0.8094,2022-12-07
2107,-1.1566,2022-12-08
2108,-1.2647,2022-12-09
2109,-0.9602,2022-12-10
2110,-1.1749,2022-12-11
2111,-0.9606,2022-12-12
2112,-4.0001,2022-12-13
2113,-2.6706,2022-12-14
2114,-1.351,2022-12-15
2115,-1.8959,2022-12-16
2116,-2.6698,2022-12-17
2117,-1.7672,2022-12-18
2118,-1.5647,2022-12-19
2119,-1.8304,2022-12-20
2120,-1.9559,2022-12-21
2121,-4.185,2022-12-22
2122,-2.2266,2022-12-23
2123,-2.0866,2022-12-24
2124,-1.1948,2022-12-25
2125,-0.8256,2022-12-26
2126,-1.6974,2022-12-27
2127,-1.354,2022-12-28
2128,-1.1649,2022-12-29
2129,-1.7424,2022-12-30
2130,-1.3875,2022-12-31
2131,-1.018,2023-01-01
2132,-1.0084,2023-01-02
2133,-3.7284,2023-01-03
2134,-2.6964,2023-01-04
2135,-1.8385,2023-01-05
2136,-1.7557,2023-01-06
2137,-1.5688,2023-01-07
2138,-1.0281,2023-01-08
2139,-0.7771,2023-01-09
2140,-1.6255,2023-01-10
2141,-1.1502,2023-01-11
2142,-1.2126,2023-01-12
2143,-1.5407,2023-01-13
2144,-0.7634,2023-01-14
2145,-0.4378,2023-01-15
2146,-0.8955,2023-01-16
2147,-0.7418,2023-01-17
2148,-1.4274,2023-01-18
2149,-1.6096,2023-01-19
2150,-1.739,2023-01-20
2151,-1.4667,2023-01-21
2152,-1.4515,2023-01-22
2153,-0.4327,2023-01-23
2154,-1.0014,2023-01-24
2155,-0.7358,2023-01-25
2156,-2.383,2023-01-26
2157,-1.4829,2023-01-27
2158,-2.2273,2023-01-28
2159,-1.0076,2023-01-29
2160,-0.7482,2023-01-30
2161,-0.9029,2023-01-31
2162,-1.0876,2023-02-01
2163,-0.8869,2023-02-02
2164,-1.2962,2023-02-03
2165,-0.3454,2023-02-04
2166,-0.7788,2023-02-05
2167,-1.1256,2023-02-06
2168,-1.3895,2023-02-07
2169,-1.5881,2023-02-08
2170,-1.1372,2023-02-09
2171,-1.3575,2023-02-10
2172,-1.0389,2023-02-11
2173,-0.665,2023-02-12
2174,0.1657,2023-02-13
2175,-0.7397,2023-02-14
2176,-0.3709,2023-02-15
2177,-1.0908,2023-02-16
2178,-1.4748,2023-02-17
2179,-1.3614,2023-02-18
2180,-0.8401,2023-02-19
2181,-0.5168,2023-02-20
2182,0.1553,2023-02-21
2183,0.1652,2023-02-22
2184,-3.4348,2023-02-23
2185,-0.964,2023-02-24
2186,-1.137,2023-02-25
2187,-2.7418,2023-02-26
2188,0.0282,2023-02-27
2189,-1.023,2023-02-28
2190,-0.206,2023-03-01
2191,-0.597,2023-03-02
2192,-0.5268,2023-03-03
2193,-0.3462,2023-03-04
2194,-1.9008,2023-03-05
2195,-0.4599,2023-03-06
2196,-0.11,2023-03-07
2197,-0.0062,2023-03-08
2198,-1.7325,2023-03-09
2199,-1.6498,2023-03-10
2200,-1.7565,2023-03-11
2201,-1.6663,2023-03-12
2202,-1.1481,2023-03-13
2203,-1.5031,2023-03-14
2204,-1.2411,2023-03-15
2205,-1.1522,2023-03-16
2206,-1.3083,2023-03-17
2207,-1.2949,2023-03-18
2208,-2.198,2023-03-19
2209,-2.5069,2023-03-20
2210,-0.8813,2023-03-21
2211,0.4763,2023-03-22
2212,-0.2952,2023-03-23
2213,-0.2952,2023-03-24
2214,0.292,2023-03-25
2215,0.5653,2023-03-26
2216,-0.1615,2023-03-27
2217,-2.223,2023-03-28
2218,-0.5354,2023-03-29
2219,-0.7233,2023-03-30
2220,-0.8243,2023-03-31
2221,0.4426,2023-04-01
2222,0.3675,2023-04-02
2223,0.3153,2023-04-03
2224,0.2094,2023-04-04
2225,-0.4023,2023-04-05
2226,-0.7227,2023-04-06
2227,0.0189,2023-04-07
2228,0.6142,2023-04-08
2229,0.6537,2023-04-09
2230,0.5703,2023-04-10
2231,0.2497,2023-04-11
2232,0.1939,2023-04-12
2233,-0.6337,2023-04-13
2234,-0.1847,2023-04-14
2235,0.6787,2023-04-15
2236,0.6078,2023-04-16
2237,0.483,2023-04-17
2238,0.2751,2023-04-18
2239,0.5019,2023-04-19
2240,0.4306,2023-04-20
2241,0.314,2023-04-21
2242,0.3839,2023-04-22
2243,0.8439,2023-04-23
2244,0.5841,2023-04-24
2245,0.3278,2023-04-25
2246,0.2653,2023-04-26
2247,0.2216,2023-04-27
2248,-0.7848,2023-04-28
2249,0.6262,2023-04-29
2250,0.7143,2023-04-30
2251,0.6016,2023-05-01
2252,-0.2755,2023-05-02
2253,-0.2436,2023-05-03
2254,0.2197,2023-05-04
2255,-0.2501,2023-05-05
2256,0.4735,2023-05-06
2257,0.5712,2023-05-07
2258,-0.2357,2023-05-08
2259,-0.9254,2023-05-09
2260,-0.462,2023-05-10
2261,0.1385,2023-05-11
2262,0.0258,2023-05-12
2263,0.8542,2023-05-13
2264,0.839,2023-05-14
2265,-0.0066,2023-05-15
2266,0.2427,2023-05-16
2267,0.5644,2023-05-17
2268,0.0266,2023-05-18
2269,-0.0323,2023-05-19
2270,0.837,2023-05-20
2271,0.6349,2023-05-21
2272,0.1231,2023-05-22
2273,0.3668,2023-05-23
2274,0.3572,2023-05-24
2275,0.3237,2023-05-25
2276,0.6194,2023-05-26
2277,0.9483,2023-05-27
2278,0.8146,2023-05-28
2279,0.6331,2023-05-29
2280,-0.11,2023-05-30
2281,0.6467,2023-05-31
2282,0.7034,2023-06-01
2283,0.6218,2023-06-02
2284,0.9066,2023-06-03
2285,0.4838,2023-06-04
2286,-0.7855,2023-06-05
2287,-0.9484,2023-06-06
2288,-0.4895,2023-06-07
2289,0.0233,2023-06-08
2290,-0.1993,2023-06-09
2291,-0.4474,2023-06-10
2292,0.5,2023-06-11
2293,0.059,2023-06-12
2294,0.2581,2023-06-13
2295,0.0709,2023-06-14
2296,-0.1175,2023-06-15
2297,-0.1279,2023-06-16
2298,0.1954,2023-06-17
2299,0.3245,2023-06-18
2300,0.535,2023-06-19
2301,-0.4711,2023-06-20
2302,0.2113,2023-06-21
2303,0.2652,2023-06-22
2304,-0.0346,2023-06-23
2305,0.7514,2023-06-24
2306,0.6484,2023-06-25
2307,0.5142,2023-06-26
2308,0.2769,2023-06-27
2309,0.4108,2023-06-28
2310,0.5295,2023-06-29
2311,0.8973,2023-06-30
2312,0.9045,2023-07-01
2313,0.9674,2023-07-02
2314,0.6326,2023-07-03
2315,0.741,2023-07-04
2316,0.2936,2023-07-05
2317,0.5318,2023-07-06
2318,0.4127,2023-07-07
2319,0.9605,2023-07-08
2320,0.771,2023-07-09
2321,0.4324,2023-07-10
2322,0.4718,2023-07-11
2323,0.3023,2023-07-12
2324,-0.5041,2023-07-13
2325,-0.1951,2023-07-14
2326,0.7144,2023-07-15
2327,0.6685,2023-07-16
2328,-0.1021,2023-07-17
2329,0.3954,2023-07-18
2330,0.5424,2023-07-19
2331,0.7266,2023-07-20
2332,0.2205,2023-07-21
2333,0.4935,2023-07-22
2334,0.8243,2023-07-23
2335,0.4436,2023-07-24
2336,0.703,2023-07-25
2337,-0.9593,2023-07-26
2338,-1.0969,2023-07-27
2339,-0.2137,2023-07-28
2340,0.5841,2023-07-29
2341,0.7588,2023-07-30
2342,-0.1787,2023-07-31
2343,0.0545,2023-08-01
2344,-0.7486,2023-08-02
2345,-0.0491,2023-08-03
2346,0.077,2023-08-04
2347,0.638,2023-08-05
2348,0.7755,2023-08-06
2349,0.1392,2023-08-07
2350,-0.4315,2023-08-08
2351,-0.3104,2023-08-09
2352,0.8327,2023-08-10
2353,-1.8084,2023-08-11
2354,-0.881,2023-08-12
2355,0.4694,2023-08-13
2356,-0.7647,2023-08-14
2357,0.0609,2023-08-15
2358,0.6335,2023-08-16
2359,0.3316,2023-08-17
2360,-0.1127,2023-08-18
2361,0.6692,2023-08-19
2362,0.9574,2023-08-20
2363,0.3737,2023-08-21
2364,-0.0759,2023-08-22
2365,-0.0009,2023-08-23
2366,0.2491,2023-08-24
2367,0.1562,2023-08-25
2368,0.536,2023-08-26
2369,0.8742,2023-08-27
2370,0.1972,2023-08-28
2371,0.1414,2023-08-29
2372,-1.302,2023-08-30
2373,-0.5181,2023-08-31
2374,-0.4628,2023-09-01
2375,0.8061,2023-09-02
2376,0.7338,2023-09-03
2377,-0.1147,2023-09-04
2378,0.3557,2023-09-05
2379,-0.0723,2023-09-06
2380,-0.279,2023-09-07
2381,-0.6536,2023-09-08
2382,0.2208,2023-09-09
2383,0.7656,2023-09-10
2384,-0.2726,2023-09-11
2385,-0.5264,2023-09-12
2386,-0.2139,2023-09-13
2387,-0.0391,2023-09-14
2388,-0.2091,2023-09-15
2389,-0.6939,2023-09-16
2390,0.241,2023-09-17
2391,-0.1023,2023-09-18
2392,-1.1563,2023-09-19
2393,-0.4229,2023-09-20
2394,-0.398,2023-09-21
2395,0.1632,2023-09-22
2396,0.5606,2023-09-23
2397,0.561,2023-09-24
2398,0.1011,2023-09-25
2399,-0.1029,2023-09-26
2400,-0.4511,2023-09-27
2401,0.4019,2023-09-28
2402,0.1658,2023-09-29
2403,0.2426,2023-09-30
2404,0.2838,2023-10-01
2405,-1.0895,2023-10-02
2406,-1.6027,2023-10-03
2407,-1.2023,2023-10-04
2408,-0.9538,2023-10-05
2409,-0.1445,2023-10-06
2410,-0.1846,2023-10-07
2411,0.0469,2023-10-08
2412,-0.1395,2023-10-09
2413,-0.7659,2023-10-10
2414,-1.5417,2023-10-11
2415,-0.4918,2023-10-12
2416,0.1497,2023-10-13
2417,0.3527,2023-10-14
2418,0.1708,2023-10-15
2419,0.1497,2023-10-16
2420,0.0792,2023-10-17
2421,-0.1812,2023-10-18
2422,-0.6358,2023-10-19
2423,-0.082,2023-10-20
2424,-1.0247,2023-10-21
2425,0.6058,2023-10-22
2426,-0.7746,2023-10-23
2427,0.1208,2023-10-24
2428,0.2564,2023-10-25
2429,-0.8875,2023-10-26
2430,-1.0211,2023-10-27
2431,0.2722,2023-10-28
2432,0.8616,2023-10-29
2433,0.4939,2023-10-30
2434,0.1776,2023-10-31
2435,-0.3317,2023-11-01
2436,-0.8907,2023-11-02
2437,-4.3111,2023-11-03
2438,-0.7564,2023-11-04
2439,0.1078,2023-11-05
2440,0.3658,2023-11-06
2441,0.4528,2023-11-07
2442,0.1901,2023-11-08
2443,0.38,2023-11-09
2444,-0.367,2023-11-10
2445,-1.3026,2023-11-11
2446,0.2855,2023-11-12
2447,0.2988,2023-11-13
2448,0.2153,2023-11-14
2449,0.1589,2023-11-15
2450,0.1034,2023-11-16
2451,0.0983,2023-11-17
2452,0.2452,2023-11-18
2453,-0.2235,2023-11-19
2454,0.5961,2023-11-20
2455,-1.7532,2023-11-21
2456,-1.4455,2023-11-22
2457,-0.2671,2023-11-23
2458,-0.5959,2023-11-24
2459,-0.2926,2023-11-25
2460,-0.3004,2023-11-26
2461,-0.1801,2023-11-27
2462,0.1895,2023-11-28
2463,-0.18,2023-11-29
